Time,Date,Water Temp (F),pH,Water Conductivity (µs/cm),Oxidation-reduction potential (ORP) or Disolved Oxygen (DO)
12:08:50,12/1/2021,72.3,7.83,532,170
12:09:50,12/1/2021,72.3,7.83,512,170
12:10:50,12/1/2021,72.3,7.83,517,169
12:11:53,12/1/2021,72.3,7.83,510,169
12:12:53,12/1/2021,72.3,7.83,547,169
12:13:56,12/1/2021,72.3,7.83,541,169
12:14:56,12/1/2021,72.3,7.83,552,169
12:15:56,12/1/2021,72.3,7.83,516,169
12:16:59,12/1/2021,72.3,7.83,507,169
12:17:59,12/1/2021,72.3,7.83,507,169
12:19:02,12/1/2021,72.3,7.83,519,168
12:20:02,12/1/2021,72.3,7.83,513,169
12:21:02,12/1/2021,72.3,7.83,527,169
12:22:05,12/1/2021,72.3,7.82,553,169
12:23:05,12/1/2021,72.3,7.81,526,169
12:24:08,12/1/2021,72.3,7.82,545,168
12:25:08,12/1/2021,72.3,7.82,525,169
12:26:11,12/1/2021,72.3,7.82,533,169
12:27:11,12/1/2021,72.3,7.82,518,168
12:28:11,12/1/2021,72.3,7.82,545,168
12:29:11,12/1/2021,72.2,7.83,520,168
12:30:14,12/1/2021,72.2,7.84,521,168
12:31:14,12/1/2021,72.2,7.84,544,168
12:32:17,12/1/2021,72.2,7.83,508,168
12:33:20,12/1/2021,72.2,7.84,550,168
12:34:23,12/1/2021,72.2,7.84,526,168
12:35:23,12/1/2021,72.2,7.83,537,168
12:36:23,12/1/2021,72.2,7.83,533,168
12:37:26,12/1/2021,72.2,7.84,536,169
12:38:26,12/1/2021,72.2,7.83,523,168
12:39:26,12/1/2021,72.2,7.83,529,168
12:40:29,12/1/2021,72.2,7.84,496,168
12:41:32,12/1/2021,72.2,7.83,565,169
12:42:32,12/1/2021,72.2,7.83,533,168
12:43:32,12/1/2021,72.2,7.84,516,169
12:44:32,12/1/2021,72.2,7.84,535,168
12:45:35,12/1/2021,72.2,7.83,509,169
12:46:35,12/1/2021,72.2,7.84,519,169
12:47:38,12/1/2021,72.2,7.84,549,168
12:48:38,12/1/2021,72.2,7.83,551,168
12:49:41,12/1/2021,72.2,7.84,530,168
12:50:41,12/1/2021,72.2,7.84,526,168
12:51:44,12/1/2021,72.2,7.84,533,168
12:52:44,12/1/2021,72.2,7.84,544,168
12:53:44,12/1/2021,72.2,7.83,526,168
12:54:47,12/1/2021,72.2,7.84,534,168
12:55:47,12/1/2021,72.2,7.84,529,168
12:56:47,12/1/2021,72.2,7.84,471,168
12:57:47,12/1/2021,72.2,7.83,557,168
12:58:50,12/1/2021,72.2,7.84,539,168
12:59:50,12/1/2021,72.2,7.84,530,168
13:00:50,12/1/2021,72.2,7.84,532,168
13:01:50,12/1/2021,72.2,7.84,539,168
13:02:50,12/1/2021,72.1,7.84,523,168
13:03:50,12/1/2021,72.1,7.84,551,168
13:04:50,12/1/2021,72.1,7.84,516,168
13:05:50,12/1/2021,72.1,7.84,546,168
13:06:53,12/1/2021,72.1,7.84,528,168
13:07:53,12/1/2021,72.1,7.84,523,168
13:08:56,12/1/2021,72.1,7.84,555,168
13:09:56,12/1/2021,72.1,7.84,524,168
13:10:56,12/1/2021,72.1,7.84,572,168
13:11:56,12/1/2021,72.1,7.84,490,168
13:12:59,12/1/2021,72.1,7.84,530,168
13:14:02,12/1/2021,72.1,7.84,531,168
13:15:02,12/1/2021,72.1,7.84,527,168
13:16:02,12/1/2021,72.1,7.84,516,168
13:17:05,12/1/2021,72.1,7.84,506,168
13:18:08,12/1/2021,72.1,7.84,500,168
13:19:11,12/1/2021,72.1,7.84,540,168
13:20:11,12/1/2021,72.1,7.84,522,168
13:21:11,12/1/2021,72.1,7.84,556,168
13:22:11,12/1/2021,72.1,7.84,519,168
13:23:14,12/1/2021,72.1,7.84,534,167
13:24:14,12/1/2021,72.1,7.85,509,167
13:25:17,12/1/2021,72.1,7.84,540,167
13:26:20,12/1/2021,72.1,7.85,517,167
13:27:23,12/1/2021,72.1,7.84,540,167
13:28:23,12/1/2021,72.1,7.84,504,167
13:29:26,12/1/2021,72.1,7.84,524,168
13:30:26,12/1/2021,72.1,7.85,562,167
13:31:29,12/1/2021,72.1,7.85,533,167
13:32:29,12/1/2021,72.1,7.85,548,167
13:33:29,12/1/2021,72.1,7.85,542,167
13:34:29,12/1/2021,72.1,7.84,502,167
13:35:32,12/1/2021,72.1,7.85,508,168
13:36:35,12/1/2021,72.1,7.85,508,167
13:37:38,12/1/2021,72.1,7.85,503,167
13:38:38,12/1/2021,72,7.85,508,167
13:39:41,12/1/2021,72,7.85,529,167
13:40:41,12/1/2021,72,7.85,515,167
13:41:41,12/1/2021,72,7.85,547,167
13:42:41,12/1/2021,72,7.85,549,167
13:43:44,12/1/2021,72,7.85,506,167
13:44:44,12/1/2021,72,7.85,545,167
13:45:44,12/1/2021,72,7.85,526,167
13:46:44,12/1/2021,72,7.85,519,167
13:47:44,12/1/2021,72,7.85,536,166
13:48:44,12/1/2021,72,7.85,504,167
13:49:47,12/1/2021,72,7.85,540,167
13:50:47,12/1/2021,72,7.85,524,166
13:51:50,12/1/2021,72,7.85,531,166
13:52:50,12/1/2021,72,7.85,498,166
13:53:53,12/1/2021,72,7.85,499,167
13:54:56,12/1/2021,72,7.85,522,166
13:55:56,12/1/2021,72,7.85,524,167
13:56:56,12/1/2021,72,7.84,540,166
13:57:56,12/1/2021,72,7.85,521,166
13:58:56,12/1/2021,72,7.85,518,167
13:59:56,12/1/2021,72,7.85,527,166
14:00:59,12/1/2021,72,7.85,525,166
14:01:59,12/1/2021,71.9,7.84,533,166
14:02:59,12/1/2021,71.9,7.85,517,166
14:04:02,12/1/2021,71.9,7.84,543,166
14:05:02,12/1/2021,71.9,7.85,532,166
14:06:02,12/1/2021,71.9,7.85,527,166
14:07:02,12/1/2021,71.9,7.85,543,165
14:08:05,12/1/2021,71.9,7.85,513,165
14:09:05,12/1/2021,71.9,7.85,517,166
14:10:08,12/1/2021,71.9,7.85,526,166
14:11:11,12/1/2021,71.9,7.85,533,166
14:12:11,12/1/2021,71.9,7.85,506,167
14:13:14,12/1/2021,71.9,7.85,528,166
14:14:14,12/1/2021,71.9,7.85,534,166
14:15:14,12/1/2021,71.9,7.85,531,166
14:16:14,12/1/2021,71.9,7.85,507,166
14:17:17,12/1/2021,71.9,7.85,521,166
14:18:17,12/1/2021,71.9,7.85,533,166
14:19:20,12/1/2021,71.9,7.85,497,166
14:20:23,12/1/2021,71.9,7.85,546,165
14:21:26,12/1/2021,71.9,7.85,507,165
14:22:29,12/1/2021,71.9,7.86,536,166
14:23:29,12/1/2021,71.9,7.86,504,166
14:24:29,12/1/2021,71.9,7.85,516,166
14:25:32,12/1/2021,71.8,7.86,509,166
14:26:35,12/1/2021,71.8,7.85,509,166
14:27:38,12/1/2021,71.8,7.86,564,165
14:28:38,12/1/2021,71.8,7.86,530,166
14:29:38,12/1/2021,71.8,7.86,513,166
14:30:38,12/1/2021,71.8,7.86,529,166
14:31:38,12/1/2021,71.8,7.85,511,166
14:32:41,12/1/2021,71.8,7.86,540,166
14:33:44,12/1/2021,71.8,7.85,540,165
14:34:47,12/1/2021,71.8,7.86,499,166
14:35:47,12/1/2021,71.8,7.85,534,166
14:36:47,12/1/2021,71.8,7.86,537,166
14:37:47,12/1/2021,71.8,7.85,520,165
14:38:47,12/1/2021,71.8,7.85,494,165
14:39:50,12/1/2021,71.8,7.86,547,166
14:40:50,12/1/2021,71.7,7.86,563,166
14:41:50,12/1/2021,71.7,7.85,518,166
14:42:50,12/1/2021,71.7,7.86,525,165
14:43:50,12/1/2021,71.7,7.85,543,166
14:44:50,12/1/2021,71.7,7.85,542,166
14:45:53,12/1/2021,71.7,7.85,555,166
14:46:56,12/1/2021,71.7,7.86,521,166
14:47:56,12/1/2021,71.7,7.86,519,166
14:48:59,12/1/2021,71.7,7.85,578,166
14:49:59,12/1/2021,71.7,7.86,544,166
14:50:59,12/1/2021,71.7,7.86,541,167
14:51:59,12/1/2021,71.7,7.86,515,166
14:53:02,12/1/2021,71.7,7.86,545,166
14:54:02,12/1/2021,71.7,7.86,511,166
14:55:02,12/1/2021,71.7,7.86,521,165
14:56:02,12/1/2021,71.7,7.86,519,166
14:57:02,12/1/2021,71.7,7.86,527,166
14:58:02,12/1/2021,71.7,7.86,509,166
14:59:05,12/1/2021,71.7,7.86,561,165
15:00:05,12/1/2021,71.7,7.86,535,165
15:01:05,12/1/2021,71.6,7.85,538,166
15:02:08,12/1/2021,71.6,7.86,555,165
15:03:08,12/1/2021,71.6,7.86,516,166
15:04:11,12/1/2021,71.6,7.86,521,166
15:05:11,12/1/2021,71.6,7.85,535,166
15:06:14,12/1/2021,71.6,7.86,545,165
15:07:14,12/1/2021,71.6,7.85,499,165
15:08:14,12/1/2021,71.6,7.86,523,165
15:09:17,12/1/2021,71.6,7.86,550,165
15:10:17,12/1/2021,71.6,7.86,524,165
15:11:20,12/1/2021,71.6,7.86,543,166
15:12:20,12/1/2021,71.6,7.86,522,166
15:13:23,12/1/2021,71.6,7.85,533,165
15:14:23,12/1/2021,71.6,7.86,514,165
15:15:26,12/1/2021,71.6,7.86,515,165
15:16:26,12/1/2021,71.6,7.86,542,166
15:17:29,12/1/2021,71.6,7.85,524,166
15:18:29,12/1/2021,71.6,7.86,540,165
15:19:29,12/1/2021,71.6,7.86,568,166
15:20:32,12/1/2021,71.6,7.86,521,165
15:21:32,12/1/2021,71.6,7.86,486,165
15:22:35,12/1/2021,71.6,7.86,551,165
15:23:35,12/1/2021,71.6,7.85,514,166
15:24:35,12/1/2021,71.6,7.86,542,165
15:25:35,12/1/2021,71.6,7.86,529,165
15:26:35,12/1/2021,71.6,7.86,501,165
15:27:38,12/1/2021,71.6,7.86,519,165
15:28:38,12/1/2021,71.6,7.86,520,165
15:29:38,12/1/2021,71.6,7.86,502,165
15:30:41,12/1/2021,71.5,7.86,539,165
15:31:44,12/1/2021,71.5,7.86,549,165
15:32:44,12/1/2021,71.5,7.86,542,165
15:33:47,12/1/2021,71.5,7.86,479,165
15:34:50,12/1/2021,71.5,7.85,495,165
15:35:53,12/1/2021,71.5,7.86,517,165
15:36:53,12/1/2021,71.5,7.86,545,164
15:37:56,12/1/2021,71.5,7.86,509,165
15:38:56,12/1/2021,71.5,7.86,532,165
15:39:56,12/1/2021,71.5,7.86,522,165
15:40:56,12/1/2021,71.5,7.86,540,165
15:41:59,12/1/2021,71.5,7.86,520,165
15:43:02,12/1/2021,71.5,7.86,524,165
15:44:02,12/1/2021,71.5,7.86,518,164
15:45:02,12/1/2021,71.5,7.86,507,164
15:46:02,12/1/2021,71.5,7.86,527,164
15:47:05,12/1/2021,71.5,7.86,519,165
15:48:05,12/1/2021,71.5,7.86,514,165
15:49:08,12/1/2021,71.5,7.86,517,165
15:50:11,12/1/2021,71.5,7.86,532,164
15:51:11,12/1/2021,71.5,7.86,522,165
15:52:14,12/1/2021,71.4,7.86,536,165
15:53:14,12/1/2021,71.4,7.86,525,165
15:54:17,12/1/2021,71.4,7.86,537,165
15:55:20,12/1/2021,71.4,7.86,501,164
15:56:20,12/1/2021,71.4,7.86,518,165
15:57:23,12/1/2021,71.4,7.86,513,164
15:58:23,12/1/2021,71.4,7.85,486,164
15:59:26,12/1/2021,71.4,7.85,507,165
16:00:29,12/1/2021,71.4,7.86,528,165
16:01:32,12/1/2021,71.4,7.85,517,165
16:02:35,12/1/2021,71.4,7.84,532,165
16:03:35,12/1/2021,71.4,7.86,534,165
16:04:35,12/1/2021,71.4,7.86,525,164
16:05:38,12/1/2021,71.4,7.86,521,165
16:06:38,12/1/2021,71.4,7.86,523,164
16:07:41,12/1/2021,71.4,7.86,543,165
16:08:41,12/1/2021,71.4,7.86,513,164
16:09:41,12/1/2021,71.4,7.86,508,164
16:10:44,12/1/2021,71.4,7.86,492,164
16:11:44,12/1/2021,71.4,7.86,541,165
16:12:47,12/1/2021,71.4,7.86,521,165
16:13:50,12/1/2021,71.4,7.86,513,164
16:14:50,12/1/2021,71.4,7.86,503,165
16:15:53,12/1/2021,71.4,7.86,509,165
16:16:56,12/1/2021,71.4,7.86,498,165
16:17:59,12/1/2021,71.4,7.86,489,164
16:18:59,12/1/2021,71.3,7.86,530,165
16:19:59,12/1/2021,71.3,7.86,538,164
16:21:02,12/1/2021,71.3,7.86,499,164
16:22:05,12/1/2021,71.3,7.86,508,165
16:23:05,12/1/2021,71.3,7.86,534,165
16:24:08,12/1/2021,71.3,7.86,473,165
16:25:11,12/1/2021,71.3,7.86,493,164
16:26:11,12/1/2021,71.3,7.86,524,164
16:27:11,12/1/2021,71.3,7.86,542,164
16:28:14,12/1/2021,71.3,7.86,524,164
16:29:17,12/1/2021,71.3,7.86,457,164
16:30:20,12/1/2021,71.3,7.86,514,164
16:31:20,12/1/2021,71.3,7.86,510,164
16:32:20,12/1/2021,71.3,7.86,521,164
16:33:20,12/1/2021,71.3,7.86,496,164
16:34:20,12/1/2021,71.3,7.86,518,164
16:35:20,12/1/2021,71.3,7.86,495,164
16:36:23,12/1/2021,71.3,7.86,513,164
16:37:23,12/1/2021,71.3,7.86,529,165
16:38:23,12/1/2021,71.3,7.86,512,164
16:39:26,12/1/2021,71.3,7.86,507,164
16:40:29,12/1/2021,71.3,7.86,517,164
16:41:32,12/1/2021,71.2,7.86,557,164
16:42:32,12/1/2021,71.2,7.86,493,164
16:43:35,12/1/2021,71.2,7.86,530,164
16:44:38,12/1/2021,71.2,7.86,481,164
16:45:38,12/1/2021,71.2,7.86,534,164
16:46:38,12/1/2021,71.2,7.84,479,164
16:47:38,12/1/2021,71.2,7.85,493,164
16:48:38,12/1/2021,71.2,7.85,526,164
16:49:41,12/1/2021,71.2,7.85,523,164
16:50:44,12/1/2021,71.2,7.85,527,164
16:51:47,12/1/2021,71.2,7.83,489,164
16:52:50,12/1/2021,71.2,7.85,573,164
16:53:50,12/1/2021,71.2,7.81,494,164
16:54:53,12/1/2021,71.2,7.84,537,164
16:55:56,12/1/2021,71.2,7.84,552,164
16:56:56,12/1/2021,71.2,7.86,504,165
16:57:56,12/1/2021,71.2,7.86,530,164
16:58:59,12/1/2021,71.2,7.86,589,164
16:59:59,12/1/2021,71.2,7.86,533,164
17:00:59,12/1/2021,71.2,7.86,0,165
17:02:02,12/1/2021,71.2,7.86,568,164
17:03:05,12/1/2021,71.2,7.86,558,164
17:04:08,12/1/2021,71.2,7.87,493,164
17:05:08,12/1/2021,71.2,7.86,553,164
17:06:11,12/1/2021,71.2,7.86,599,164
17:07:14,12/1/2021,71.2,7.87,642,164
17:08:17,12/1/2021,71.2,7.86,493,164
17:09:17,12/1/2021,71.2,7.86,536,164
17:10:17,12/1/2021,71.2,7.86,615,164
17:11:17,12/1/2021,71.2,7.86,454,164
17:12:20,12/1/2021,71.2,7.86,533,164
17:13:20,12/1/2021,71.1,7.86,515,164
17:14:23,12/1/2021,71.1,7.86,504,164
17:15:26,12/1/2021,71.1,7.86,505,164
17:16:26,12/1/2021,71.1,7.86,494,164
17:17:29,12/1/2021,71.1,7.86,501,164
17:18:29,12/1/2021,71.1,7.86,519,164
17:19:32,12/1/2021,71.1,7.86,526,164
17:20:35,12/1/2021,71.1,7.86,516,164
17:21:35,12/1/2021,71.1,7.86,525,164
17:22:38,12/1/2021,71.1,7.86,497,164
17:23:38,12/1/2021,71.1,7.86,521,164
17:24:41,12/1/2021,71.1,7.86,552,164
17:25:41,12/1/2021,71.1,7.86,561,164
17:26:41,12/1/2021,71.1,7.86,549,164
17:27:41,12/1/2021,71.1,7.86,532,164
17:28:41,12/1/2021,71.1,7.86,520,164
17:29:44,12/1/2021,71.1,7.86,541,164
17:30:44,12/1/2021,71.1,7.86,0,164
17:31:47,12/1/2021,71.1,7.86,505,164
17:32:47,12/1/2021,71.1,7.86,484,164
17:33:50,12/1/2021,71.1,7.86,530,164
17:34:50,12/1/2021,71.1,7.86,516,163
17:35:50,12/1/2021,71.1,7.86,0,163
17:36:50,12/1/2021,71.1,7.86,522,164
17:37:50,12/1/2021,71.1,7.81,510,164
17:38:53,12/1/2021,71.1,7.85,507,164
17:39:56,12/1/2021,71.1,7.86,0,164
17:40:56,12/1/2021,71.1,7.86,530,164
17:41:56,12/1/2021,71.1,7.86,519,164
17:42:59,12/1/2021,71.1,7.86,522,164
17:43:59,12/1/2021,71.1,7.86,525,164
17:44:59,12/1/2021,71.1,7.86,507,164
17:45:59,12/1/2021,71.1,7.86,534,164
17:46:59,12/1/2021,71.1,7.86,461,163
17:47:59,12/1/2021,71.1,7.86,479,164
17:49:02,12/1/2021,71.1,7.86,458,164
17:50:05,12/1/2021,71.1,7.86,539,164
17:51:05,12/1/2021,71.1,7.86,517,164
17:52:05,12/1/2021,71.1,7.85,516,164
17:53:05,12/1/2021,71.1,7.85,515,164
17:54:05,12/1/2021,71.1,7.85,463,163
17:55:05,12/1/2021,71.1,7.85,511,164
17:56:05,12/1/2021,71.1,7.85,524,164
17:57:08,12/1/2021,71.1,7.85,0,163
17:58:08,12/1/2021,71.1,7.85,496,163
17:59:11,12/1/2021,71.1,7.85,515,163
18:00:11,12/1/2021,71.1,7.85,447,163
18:01:11,12/1/2021,71.1,7.85,529,163
18:02:14,12/1/2021,71.1,7.85,467,163
18:03:14,12/1/2021,71.1,7.85,510,163
18:04:14,12/1/2021,71.1,7.85,494,163
18:05:14,12/1/2021,71.1,7.85,529,163
18:06:17,12/1/2021,71.1,7.85,524,163
18:07:17,12/1/2021,71.1,7.85,521,163
18:08:17,12/1/2021,71.1,7.85,526,163
18:09:17,12/1/2021,71.1,7.85,507,163
18:10:20,12/1/2021,71.1,7.85,476,163
18:11:23,12/1/2021,71.1,7.85,498,163
18:12:26,12/1/2021,71.1,7.85,483,163
18:13:26,12/1/2021,71.1,7.85,583,163
18:14:29,12/1/2021,71.1,7.85,582,163
18:15:29,12/1/2021,71.1,7.85,515,163
18:16:32,12/1/2021,71.1,7.85,0,163
18:17:32,12/1/2021,71.1,7.85,522,163
18:18:35,12/1/2021,71.1,7.85,505,163
18:19:35,12/1/2021,71.1,7.85,558,163
18:20:38,12/1/2021,71.1,7.85,0,163
18:21:41,12/1/2021,71.1,7.85,480,163
18:22:44,12/1/2021,71.1,7.85,536,163
18:23:44,12/1/2021,71.1,7.85,553,163
18:24:47,12/1/2021,71.1,7.85,548,163
18:25:47,12/1/2021,71.1,7.85,564,163
18:26:47,12/1/2021,71.1,7.85,515,163
18:27:50,12/1/2021,71.1,7.85,505,163
18:28:50,12/1/2021,71.1,7.85,492,163
18:29:50,12/1/2021,71.1,7.85,521,163
18:30:50,12/1/2021,71.1,7.85,482,163
18:31:50,12/1/2021,71.1,7.85,461,163
18:32:50,12/1/2021,71.1,7.85,0,163
18:33:50,12/1/2021,71.1,7.85,521,163
18:34:53,12/1/2021,71.1,7.85,483,164
18:35:56,12/1/2021,71.1,7.85,538,163
18:36:56,12/1/2021,71.1,7.85,516,163
18:37:59,12/1/2021,71.1,7.85,0,164
18:39:02,12/1/2021,71.1,7.85,531,163
18:40:02,12/1/2021,71.1,7.85,559,163
18:41:05,12/1/2021,71.1,7.85,506,163
18:42:05,12/1/2021,71.1,7.85,517,163
18:43:05,12/1/2021,71.1,7.86,527,163
18:44:05,12/1/2021,71.1,7.86,522,163
18:45:08,12/1/2021,71.1,7.86,522,163
18:46:08,12/1/2021,71.1,7.86,539,163
18:47:08,12/1/2021,71.1,7.86,512,163
18:48:11,12/1/2021,71.1,7.85,519,163
18:49:14,12/1/2021,71.1,7.86,500,163
18:50:17,12/1/2021,71.1,7.86,532,163
18:51:17,12/1/2021,71.1,7.86,519,163
18:52:17,12/1/2021,71.1,7.86,539,163
18:53:17,12/1/2021,71.1,7.86,508,163
18:54:17,12/1/2021,71.1,7.86,533,163
18:55:20,12/1/2021,71.1,7.86,511,163
18:56:20,12/1/2021,71.1,7.86,508,163
18:57:23,12/1/2021,71.1,7.86,529,163
18:58:23,12/1/2021,71.1,7.86,533,163
18:59:26,12/1/2021,71.2,7.86,0,164
19:00:29,12/1/2021,71.2,7.86,510,163
19:01:29,12/1/2021,71.2,7.86,500,164
19:02:29,12/1/2021,71.2,7.86,516,164
19:03:29,12/1/2021,71.2,7.86,526,164
19:04:29,12/1/2021,71.2,7.87,515,163
19:05:32,12/1/2021,71.2,7.86,522,163
19:06:35,12/1/2021,71.2,7.86,540,164
19:07:35,12/1/2021,71.2,7.86,521,164
19:08:38,12/1/2021,71.2,7.86,531,163
19:09:38,12/1/2021,71.2,7.86,521,163
19:10:41,12/1/2021,71.2,7.87,521,164
19:11:41,12/1/2021,71.2,7.86,560,163
19:12:41,12/1/2021,71.2,7.86,561,164
19:13:44,12/1/2021,71.2,7.86,533,164
19:14:44,12/1/2021,71.2,7.87,494,164
19:15:44,12/1/2021,71.2,7.87,552,164
19:16:44,12/1/2021,71.2,7.87,516,164
19:17:44,12/1/2021,71.2,7.87,503,164
19:18:44,12/1/2021,71.2,7.87,510,164
19:19:47,12/1/2021,71.2,7.86,525,164
19:20:47,12/1/2021,71.2,7.87,473,164
19:21:50,12/1/2021,71.2,7.87,529,164
19:22:50,12/1/2021,71.2,7.87,516,163
19:23:53,12/1/2021,71.2,7.87,517,164
19:24:53,12/1/2021,71.2,7.87,525,164
19:25:53,12/1/2021,71.2,7.87,523,164
19:26:56,12/1/2021,71.2,7.87,0,164
19:27:59,12/1/2021,71.2,7.87,566,164
19:29:02,12/1/2021,71.2,7.87,597,164
19:30:05,12/1/2021,71.2,7.87,559,164
19:31:05,12/1/2021,71.2,7.87,522,164
19:32:05,12/1/2021,71.2,7.87,517,164
19:33:08,12/1/2021,71.2,7.87,513,164
19:34:08,12/1/2021,71.2,7.87,518,164
19:35:11,12/1/2021,71.2,7.87,515,164
19:36:11,12/1/2021,71.2,7.87,0,164
19:37:11,12/1/2021,71.2,7.87,524,164
19:38:14,12/1/2021,71.3,7.87,468,164
19:39:14,12/1/2021,71.3,7.87,570,164
19:40:14,12/1/2021,71.3,7.88,506,164
19:41:14,12/1/2021,71.3,7.88,524,164
19:42:14,12/1/2021,71.3,7.88,483,164
19:43:17,12/1/2021,71.3,7.87,0,164
19:44:20,12/1/2021,71.3,7.88,511,164
19:45:20,12/1/2021,71.3,7.88,506,164
19:46:23,12/1/2021,71.3,7.88,516,164
19:47:23,12/1/2021,71.3,7.88,0,164
19:48:26,12/1/2021,71.3,7.88,0,164
19:49:29,12/1/2021,71.3,7.88,537,164
19:50:32,12/1/2021,71.3,7.88,491,164
19:51:32,12/1/2021,71.3,7.88,511,164
19:52:35,12/1/2021,71.3,7.88,516,164
19:53:35,12/1/2021,71.3,7.88,560,164
19:54:35,12/1/2021,71.3,7.88,514,164
19:55:35,12/1/2021,71.3,7.88,517,164
19:56:38,12/1/2021,71.3,7.85,524,164
19:57:38,12/1/2021,71.3,7.88,581,164
19:58:41,12/1/2021,71.3,7.88,457,164
19:59:44,12/1/2021,71.4,7.88,548,164
20:00:44,12/1/2021,71.4,7.88,515,164
20:01:47,12/1/2021,71.4,7.88,471,164
20:02:47,12/1/2021,71.4,7.88,506,164
20:03:47,12/1/2021,71.4,7.88,480,164
20:04:47,12/1/2021,71.4,7.88,476,164
20:05:47,12/1/2021,71.4,7.88,543,164
20:06:47,12/1/2021,71.4,7.89,492,164
20:07:47,12/1/2021,71.4,7.88,507,164
20:08:47,12/1/2021,71.4,7.88,561,164
20:09:50,12/1/2021,71.4,7.88,505,164
20:10:53,12/1/2021,71.4,7.88,543,164
20:11:53,12/1/2021,71.4,7.89,530,164
20:12:53,12/1/2021,71.4,7.89,558,164
20:13:56,12/1/2021,71.4,7.89,577,164
20:14:56,12/1/2021,71.4,7.89,485,163
20:15:56,12/1/2021,71.4,7.88,571,163
20:16:59,12/1/2021,71.4,7.89,473,164
20:17:59,12/1/2021,71.4,7.89,518,163
20:18:59,12/1/2021,71.4,7.88,532,163
20:20:02,12/1/2021,71.5,7.89,528,163
20:21:05,12/1/2021,71.5,7.88,513,163
20:22:05,12/1/2021,71.5,7.88,494,163
20:23:05,12/1/2021,71.5,7.89,519,163
20:24:08,12/1/2021,71.5,7.89,487,163
20:25:11,12/1/2021,71.5,7.89,528,163
20:26:11,12/1/2021,71.5,7.89,513,163
20:27:11,12/1/2021,71.5,7.89,515,163
20:28:14,12/1/2021,71.5,7.89,526,162
20:29:14,12/1/2021,71.5,7.89,534,162
20:30:14,12/1/2021,71.5,7.89,492,162
20:31:17,12/1/2021,71.6,7.89,542,162
20:32:20,12/1/2021,71.6,7.89,547,162
20:33:20,12/1/2021,71.6,7.89,515,162
20:34:23,12/1/2021,71.6,7.89,503,162
20:35:23,12/1/2021,71.6,7.89,518,162
20:36:26,12/1/2021,71.6,7.89,519,162
20:37:26,12/1/2021,71.6,7.9,508,162
20:38:26,12/1/2021,71.6,7.89,517,162
20:39:26,12/1/2021,71.6,7.9,521,162
20:40:26,12/1/2021,71.6,7.89,539,162
20:41:26,12/1/2021,71.6,7.89,500,162
20:42:29,12/1/2021,71.6,7.9,559,162
20:43:29,12/1/2021,71.6,7.9,527,162
20:44:29,12/1/2021,71.6,7.9,531,162
20:45:29,12/1/2021,71.6,7.89,504,162
20:46:32,12/1/2021,71.6,7.89,466,162
20:47:32,12/1/2021,71.6,7.89,498,162
20:48:32,12/1/2021,71.6,7.89,516,162
20:49:35,12/1/2021,71.6,7.89,517,162
20:50:35,12/1/2021,71.7,7.9,500,162
20:51:38,12/1/2021,71.7,7.89,522,162
20:52:38,12/1/2021,71.7,7.9,526,162
20:53:41,12/1/2021,71.7,7.89,505,162
20:54:41,12/1/2021,71.7,7.89,517,162
20:55:41,12/1/2021,71.7,7.9,506,162
20:56:44,12/1/2021,71.7,7.9,516,162
20:57:44,12/1/2021,71.7,7.9,539,162
20:58:47,12/1/2021,71.7,7.9,524,162
20:59:47,12/1/2021,71.7,7.9,482,162
21:00:47,12/1/2021,71.8,7.9,548,162
21:01:47,12/1/2021,71.8,7.9,519,162
21:02:50,12/1/2021,71.8,7.9,535,163
21:03:53,12/1/2021,71.8,7.9,509,162
21:04:53,12/1/2021,71.8,7.9,541,163
21:05:56,12/1/2021,71.8,7.9,505,163
21:06:56,12/1/2021,71.8,7.91,536,163
21:07:56,12/1/2021,71.8,7.9,531,163
21:08:56,12/1/2021,71.8,7.91,515,163
21:09:56,12/1/2021,71.8,7.91,547,163
21:10:56,12/1/2021,71.8,7.91,522,163
21:11:59,12/1/2021,71.8,7.91,526,163
21:12:59,12/1/2021,71.8,7.91,0,163
21:14:02,12/1/2021,71.8,7.91,497,163
21:15:02,12/1/2021,71.8,7.9,503,163
21:16:02,12/1/2021,71.8,7.91,582,163
21:17:02,12/1/2021,71.8,7.91,509,164
21:18:05,12/1/2021,71.8,7.91,528,164
21:19:08,12/1/2021,71.8,7.91,525,164
21:20:08,12/1/2021,71.8,7.91,521,164
21:21:11,12/1/2021,71.8,7.91,507,164
21:22:11,12/1/2021,71.9,7.91,522,164
21:23:14,12/1/2021,71.9,7.91,551,164
21:24:14,12/1/2021,71.9,7.91,507,164
21:25:14,12/1/2021,71.9,7.91,507,164
21:26:17,12/1/2021,71.9,7.91,482,164
21:27:17,12/1/2021,71.9,7.91,576,164
21:28:20,12/1/2021,71.9,7.91,507,164
21:29:23,12/1/2021,71.9,7.91,535,164
21:30:26,12/1/2021,71.9,7.91,0,164
21:31:29,12/1/2021,71.9,7.91,498,164
21:32:29,12/1/2021,71.9,7.9,525,164
21:33:29,12/1/2021,71.9,7.91,519,164
21:34:32,12/1/2021,71.9,7.91,522,164
21:35:32,12/1/2021,71.9,7.91,603,164
21:36:35,12/1/2021,71.9,7.91,510,164
21:37:35,12/1/2021,71.9,7.91,555,164
21:38:35,12/1/2021,71.9,7.91,524,164
